"method_1","method_2","category","gene"
"scBSP","SPARK-X","SPARK-X only","OXTR"
"scBSP","SPARK-X","SPARK-X only","PAX6"
"scBSP","SPARK-X","SPARK-X only","PAX7"
"scBSP","SPARK-X","SPARK-X only","PBX3"
"scBSP","SPARK-X","SPARK-X only","PCDH11X"
"scBSP","SPARK-X","SPARK-X only","PCDH20"
"scBSP","SPARK-X","SPARK-X only","PDCD4"
"scBSP","SPARK-X","SPARK-X only","PDE11A"
"scBSP","SPARK-X","SPARK-X only","PDE1A"
"scBSP","SPARK-X","SPARK-X only","PDE1C"
"scBSP","SPARK-X","SPARK-X only","PDGFA"
"scBSP","SPARK-X","SPARK-X only","PDGFRA"
"scBSP","SPARK-X","SPARK-X only","PDYN"
"scBSP","SPARK-X","SPARK-X only","PGLYRP1"
"scBSP","SPARK-X","SPARK-X only","PGR"
"scBSP","SPARK-X","SPARK-X only","PGR15L"
"scBSP","SPARK-X","SPARK-X only","PHLDA1"
"scBSP","SPARK-X","SPARK-X only","PHOX2A"
"scBSP","SPARK-X","SPARK-X only","PHOX2B"
"scBSP","SPARK-X","SPARK-X only","PIEZO2"
"scBSP","SPARK-X","SPARK-X only","PIK3R3"
"scBSP","SPARK-X","SPARK-X only","PITX2"
"scBSP","SPARK-X","SPARK-X only","PLCH1"
"scBSP","SPARK-X","SPARK-X only","PLCXD2"
"scBSP","SPARK-X","SPARK-X only","PLTP"
"scBSP","SPARK-X","SPARK-X only","PNOC"
"scBSP","SPARK-X","SPARK-X only","POMC"
"scBSP","SPARK-X","SPARK-X only","POSTN"
"scBSP","SPARK-X","SPARK-X only","POU4F1"
"scBSP","SPARK-X","SPARK-X only","POU6F2"
"scBSP","SPARK-X","SPARK-X only","PPP1R14A"
"scBSP","SPARK-X","SPARK-X only","PPP1R17"
"scBSP","SPARK-X","SPARK-X only","PRDM12"
"scBSP","SPARK-X","SPARK-X only","PRKCG"
"scBSP","SPARK-X","SPARK-X only","PRLR"
"scBSP","SPARK-X","SPARK-X only","PRPH"
"scBSP","SPARK-X","SPARK-X only","PRR5L"
"scBSP","SPARK-X","SPARK-X only","PRRXL1"
"scBSP","SPARK-X","SPARK-X only","PRSS12"
"scBSP","SPARK-X","SPARK-X only","PRSS23"
"scBSP","SPARK-X","SPARK-X only","PTK2B"
"scBSP","SPARK-X","SPARK-X only","PTPRK"
"scBSP","SPARK-X","SPARK-X only","PTPRZ1"
"scBSP","SPARK-X","SPARK-X only","PVALB"
"scBSP","SPARK-X","SPARK-X only","RASD1"
"scBSP","SPARK-X","SPARK-X only","RBP4"
"scBSP","SPARK-X","SPARK-X only","RELL1"
"scBSP","SPARK-X","SPARK-X only","RELN"
"scBSP","SPARK-X","SPARK-X only","RERG"
"scBSP","SPARK-X","SPARK-X only","RESP18"
"scBSP","SPARK-X","SPARK-X only","RGS8"
"scBSP","SPARK-X","SPARK-X only","RGS9"
"scBSP","SPARK-X","SPARK-X only","RIMS4"
"scBSP","SPARK-X","SPARK-X only","RLN3"
"scBSP","SPARK-X","SPARK-X only","RORA"
"scBSP","SPARK-X","SPARK-X only","RORB"
"scBSP","SPARK-X","SPARK-X only","RPP25"
"scBSP","SPARK-X","SPARK-X only","RPRM"
"scBSP","SPARK-X","SPARK-X only","RSPO1"
"scBSP","SPARK-X","SPARK-X only","RXFP4"
"scBSP","SPARK-X","SPARK-X only","RXRG"
"scBSP","SPARK-X","SPARK-X only","S1PR1"
"scBSP","SPARK-X","SPARK-X only","SAPCD2"
"scBSP","SPARK-X","SPARK-X only","SATB2"
"scBSP","SPARK-X","SPARK-X only","SCN4B"
"scBSP","SPARK-X","SPARK-X only","SCN5A"
"scBSP","SPARK-X","SPARK-X only","SEMA3A"
"scBSP","SPARK-X","SPARK-X only","SEMA3E"
"scBSP","SPARK-X","SPARK-X only","SEMA4D"
"scBSP","SPARK-X","SPARK-X only","SEMA5A"
"scBSP","SPARK-X","SPARK-X only","SERPINF1"
"scBSP","SPARK-X","SPARK-X only","SIM1"
"scBSP","SPARK-X","SPARK-X only","SIX3"
"scBSP","SPARK-X","SPARK-X only","SKOR1"
"scBSP","SPARK-X","SPARK-X only","SLC17A6"
"scBSP","SPARK-X","SPARK-X only","SLC17A7"
"scBSP","SPARK-X","SPARK-X only","SLC17A8"
"scBSP","SPARK-X","SPARK-X only","SLC1A3"
"scBSP","SPARK-X","SPARK-X only","SLC24A2"
"scBSP","SPARK-X","SPARK-X only","SLC30A3"
"scBSP","SPARK-X","SPARK-X only","SLC7A10"
"scBSP","SPARK-X","SPARK-X only","SLCO3A1"
"scBSP","SPARK-X","SPARK-X only","SMIM17"
"scBSP","SPARK-X","SPARK-X only","SMOC1"
"scBSP","SPARK-X","SPARK-X only","SNTB1"
"scBSP","SPARK-X","SPARK-X only","SORCS1"
"scBSP","SPARK-X","SPARK-X only","SOST"
"scBSP","SPARK-X","SPARK-X only","SOSTDC1"
"scBSP","SPARK-X","SPARK-X only","SOX4"
"scBSP","SPARK-X","SPARK-X only","SP9"
"scBSP","SPARK-X","SPARK-X only","SPHKAP"
"scBSP","SPARK-X","SPARK-X only","SPON1"
"scBSP","SPARK-X","SPARK-X only","SST"
"scBSP","SPARK-X","SPARK-X only","ST18"
"scBSP","SPARK-X","SPARK-X only","ST8SIA6"
"scBSP","SPARK-X","SPARK-X only","STEAP2"
"scBSP","SPARK-X","SPARK-X only","STK32B"
"scBSP","SPARK-X","SPARK-X only","SULF1"
"scBSP","SPARK-X","SPARK-X only","SULF2"
"scBSP","SPARK-X","SPARK-X only","SV2C"
"scBSP","SPARK-X","SPARK-X only","SYNPO2"
"scBSP","SPARK-X","SPARK-X only","SYNPR"
"scBSP","SPARK-X","SPARK-X only","SYT15"
"scBSP","SPARK-X","SPARK-X only","SYT2"
"scBSP","SPARK-X","SPARK-X only","SYT6"
"scBSP","SPARK-X","SPARK-X only","TAC2"
"scBSP","SPARK-X","SPARK-X only","TBR1"
"scBSP","SPARK-X","SPARK-X only","TCAP"
"scBSP","SPARK-X","SPARK-X only","TCF4"
"scBSP","SPARK-X","SPARK-X only","TCF7L2"
"scBSP","SPARK-X","SPARK-X only","TEKT5"
"scBSP","SPARK-X","SPARK-X only","TFAP2B"
"scBSP","SPARK-X","SPARK-X only","TFAP2C"
"scBSP","SPARK-X","SPARK-X only","TH"
"scBSP","SPARK-X","SPARK-X only","THRSP"
"scBSP","SPARK-X","SPARK-X only","TIAM1"
"scBSP","SPARK-X","SPARK-X only","TIMP4"
"scBSP","SPARK-X","SPARK-X only","TMEM132C"
"scBSP","SPARK-X","SPARK-X only","TMEM215"
"scBSP","SPARK-X","SPARK-X only","TMEM233"
"scBSP","SPARK-X","SPARK-X only","TMEM255A"
"scBSP","SPARK-X","SPARK-X only","TMEM88B"
"scBSP","SPARK-X","SPARK-X only","TNNT1"
"scBSP","SPARK-X","SPARK-X only","TNR"
"scBSP","SPARK-X","SPARK-X only","TOX"
"scBSP","SPARK-X","SPARK-X only","TPBG"
"scBSP","SPARK-X","SPARK-X only","TRAF3IP3"
"scBSP","SPARK-X","SPARK-X only","TRAPPC3L"
"scBSP","SPARK-X","SPARK-X only","TREM2"
"scBSP","SPARK-X","SPARK-X only","TRH"
"scBSP","SPARK-X","SPARK-X only","TRHR"
"scBSP","SPARK-X","SPARK-X only","TRIM66"
"scBSP","SPARK-X","SPARK-X only","TTR"
"scBSP","SPARK-X","SPARK-X only","TTYH1"
"scBSP","SPARK-X","SPARK-X only","UGT8A"
"scBSP","SPARK-X","SPARK-X only","UNC5B"
"scBSP","SPARK-X","SPARK-X only","UTS2B"
"scBSP","SPARK-X","SPARK-X only","VCAN"
"scBSP","SPARK-X","SPARK-X only","VEGFA"
"scBSP","SPARK-X","SPARK-X only","VIM"
"scBSP","SPARK-X","SPARK-X only","VIP"
"scBSP","SPARK-X","SPARK-X only","VIPR1"
"scBSP","SPARK-X","SPARK-X only","VWC2"
"scBSP","SPARK-X","SPARK-X only","VWC2L"
"scBSP","SPARK-X","SPARK-X only","WFDC18"
"scBSP","SPARK-X","SPARK-X only","WFS1"
"scBSP","SPARK-X","SPARK-X only","WHRN"
"scBSP","SPARK-X","SPARK-X only","ZBTB20"
"scBSP","SPARK-X","SPARK-X only","ZFHX4"
"scBSP","SPARK-X","SPARK-X only","ZIC1"
"SPARK","SPARK-X","Overlap","ADCYAP1"
"SPARK","SPARK-X","Overlap","ADCYAP1R1"
"SPARK","SPARK-X","Overlap","ADORA1"
"SPARK","SPARK-X","Overlap","ADORA2A"
"SPARK","SPARK-X","Overlap","ADRB1"
"SPARK","SPARK-X","Overlap","AJAP1"
"SPARK","SPARK-X","Overlap","ALCAM"
"SPARK","SPARK-X","Overlap","ANXA11"
"SPARK","SPARK-X","Overlap","APLN"
"SPARK","SPARK-X","Overlap","APOD"
"SPARK","SPARK-X","Overlap","ARHGAP36"
"SPARK","SPARK-X","Overlap","ARHGAP6"
"SPARK","SPARK-X","Overlap","ASB4"
"SPARK","SPARK-X","Overlap","ASS1"
"SPARK","SPARK-X","Overlap","ATP2B4"
"SPARK","SPARK-X","Overlap","AVP"
"SPARK","SPARK-X","Overlap","B3GAT2"
"SPARK","SPARK-X","Overlap","BAIAP3"
"SPARK","SPARK-X","Overlap","BARHL1"
"SPARK","SPARK-X","Overlap","BCL11B"
"SPARK","SPARK-X","Overlap","BDNF"
"SPARK","SPARK-X","Overlap","C1QL2"
"SPARK","SPARK-X","Overlap","C1QL3"
"SPARK","SPARK-X","Overlap","C4B"
"SPARK","SPARK-X","Overlap","CABP7"
"SPARK","SPARK-X","Overlap","CACNA2D1"
"SPARK","SPARK-X","Overlap","CACNA2D2"
"SPARK","SPARK-X","Overlap","CACNG4"
"SPARK","SPARK-X","Overlap","CADM1"
"SPARK","SPARK-X","Overlap","CADM2"
"SPARK","SPARK-X","Overlap","CALB1"
"SPARK","SPARK-X","Overlap","CALB2"
"SPARK","SPARK-X","Overlap","CALCR"
"SPARK","SPARK-X","Overlap","CALCRL"
"SPARK","SPARK-X","Overlap","CAMK2D"
"SPARK","SPARK-X","Overlap","CAR10"
"SPARK","SPARK-X","Overlap","CAR2"
"SPARK","SPARK-X","Overlap","CAR4"
"SPARK","SPARK-X","Overlap","CAR8"
"SPARK","SPARK-X","Overlap","CARD10"
"SPARK","SPARK-X","Overlap","CARTPT"
"SPARK","SPARK-X","Overlap","CASP4"
"SPARK","SPARK-X","Overlap","CBLN1"
"SPARK","SPARK-X","Overlap","CBLN2"
"SPARK","SPARK-X","Overlap","CBLN3"
"SPARK","SPARK-X","Overlap","CBLN4"
"SPARK","SPARK-X","Overlap","CCK"
"SPARK","SPARK-X","Overlap","CCKAR"
"SPARK","SPARK-X","Overlap","CCL24"
"SPARK","SPARK-X","Overlap","CCL3"
"SPARK","SPARK-X","Overlap","CCNE1"
"SPARK","SPARK-X","Overlap","CCP110"
"SPARK","SPARK-X","Overlap","CCSAP"
"SPARK","SPARK-X","Overlap","CD74"
"SPARK","SPARK-X","Overlap","CDH13"
"SPARK","SPARK-X","Overlap","CDH7"
"SPARK","SPARK-X","Overlap","CENPF"
"SPARK","SPARK-X","Overlap","CHODL"
"SPARK","SPARK-X","Overlap","CHRM1"
"SPARK","SPARK-X","Overlap","CHRM2"
"SPARK","SPARK-X","Overlap","CHRM3"
"SPARK","SPARK-X","Overlap","CHRM4"
"SPARK","SPARK-X","Overlap","CHRM5"
"SPARK","SPARK-X","Overlap","CLDN10"
"SPARK","SPARK-X","Overlap","CLDN11"
"SPARK","SPARK-X","Overlap","CLEC2L"
"SPARK","SPARK-X","Overlap","CLU"
"SPARK","SPARK-X","Overlap","CNTNAP3"
"SPARK","SPARK-X","Overlap","COCH"
"SPARK","SPARK-X","Overlap","COL15A1"
"SPARK","SPARK-X","Overlap","COL18A1"
"SPARK","SPARK-X","Overlap","COL25A1"
"SPARK","SPARK-X","Overlap","COL6A1"
"SPARK","SPARK-X","Overlap","CPA6"
"SPARK","SPARK-X","Overlap","CPLX3"
"SPARK","SPARK-X","Overlap","CPNE4"
"SPARK","SPARK-X","Overlap","CPNE5"
"SPARK","SPARK-X","Overlap","CPNE6"
"SPARK","SPARK-X","Overlap","CREB3L1"
"SPARK","SPARK-X","Overlap","CRH"
"SPARK","SPARK-X","Overlap","CRYM"
"SPARK","SPARK-X","Overlap","CSPG5"
"SPARK","SPARK-X","Overlap","CSRP2"
"SPARK","SPARK-X","Overlap","CST3"
"SPARK","SPARK-X","Overlap","CTPS"
"SPARK","SPARK-X","Overlap","CTSS"
"SPARK","SPARK-X","Overlap","CUX2"
"SPARK","SPARK-X","Overlap","CYP26B1"
"SPARK","SPARK-X","Overlap","CYP2S1"
"SPARK","SPARK-X","Overlap","CYTH3"
"SPARK","SPARK-X","Overlap","DBPHT2"
"SPARK","SPARK-X","Overlap","DCLK3"
"SPARK","SPARK-X","Overlap","DCN"
"SPARK","SPARK-X","Overlap","DDIT4L"
"SPARK","SPARK-X","Overlap","DEPTOR"
"SPARK","SPARK-X","Overlap","DGKK"
"SPARK","SPARK-X","Overlap","DKK3"
"SPARK","SPARK-X","Overlap","DLK1"
"SPARK","SPARK-X","Overlap","DPY19L1"
"SPARK","SPARK-X","Overlap","DRD1"
"SPARK","SPARK-X","Overlap","DRD5"
"SPARK","SPARK-X","Overlap","EBF2"
"SPARK","SPARK-X","Overlap","EBF3"
"SPARK","SPARK-X","Overlap","ECEL1"
"SPARK","SPARK-X","Overlap","EFHD2"
"SPARK","SPARK-X","Overlap","EGLN3"
"SPARK","SPARK-X","Overlap","ELFN1"
"SPARK","SPARK-X","Overlap","EMX2"
"SPARK","SPARK-X","Overlap","ENPP6"
"SPARK","SPARK-X","Overlap","EOMES"
"SPARK","SPARK-X","Overlap","EPHA7"
"SPARK","SPARK-X","Overlap","ESRRG"
"SPARK","SPARK-X","Overlap","ETV1"
"SPARK","SPARK-X","Overlap","FABP7"
"SPARK","SPARK-X","Overlap","FAM107A"
"SPARK","SPARK-X","Overlap","FAM183B"
"SPARK","SPARK-X","Overlap","FAM214A"
"SPARK","SPARK-X","Overlap","FBLN5"
"SPARK","SPARK-X","Overlap","FEZF1"
"SPARK","SPARK-X","Overlap","FEZF2"
"SPARK","SPARK-X","Overlap","FGF10"
"SPARK","SPARK-X","Overlap","FGFR3"
"SPARK","SPARK-X","Overlap","FIBCD1"
"SPARK","SPARK-X","Overlap","FIGN"
"SPARK","SPARK-X","Overlap","FJX1"
"SPARK","SPARK-X","Overlap","FOXP2"
"SPARK","SPARK-X","Overlap","GABBR1"
"SPARK","SPARK-X","Overlap","GABBR2"
"SPARK","SPARK-X","Overlap","GABRA5"
"SPARK","SPARK-X","Overlap","GABRQ"
"SPARK","SPARK-X","Overlap","GAD1"
"SPARK","SPARK-X","Overlap","GAD2"
"SPARK","SPARK-X","Overlap","GAL"
"SPARK","SPARK-X","Overlap","GALNTL6"
"SPARK","SPARK-X","Overlap","GALR1"
"SPARK","SPARK-X","Overlap","GALR2"
"SPARK","SPARK-X","Overlap","GATA3"
"SPARK","SPARK-X","Overlap","GBX1"
"SPARK","SPARK-X","Overlap","GBX2"
"SPARK","SPARK-X","Overlap","GCHFR"
"SPARK","SPARK-X","Overlap","GFAP"
"SPARK","SPARK-X","Overlap","GFRA1"
"SPARK","SPARK-X","Overlap","GFRA2"
"SPARK","SPARK-X","Overlap","GHRH"
"SPARK","SPARK-X","Overlap","GHSR"
"SPARK","SPARK-X","Overlap","GJA1"
"SPARK","SPARK-X","Overlap","GLDC"
"SPARK","SPARK-X","Overlap","GLRA1"
"SPARK","SPARK-X","Overlap","GLRA3"
"SPARK","SPARK-X","Overlap","GM5741"
"SPARK","SPARK-X","Overlap","GNA14"
"SPARK","SPARK-X","Overlap","GNG4"
"SPARK","SPARK-X","Overlap","GNG8"
"SPARK","SPARK-X","Overlap","GPR101"
"SPARK","SPARK-X","Overlap","GPR119"
"SPARK","SPARK-X","Overlap","GPR139"
"SPARK","SPARK-X","Overlap","GPR34"
"SPARK","SPARK-X","Overlap","GPR88"
"SPARK","SPARK-X","Overlap","GPRASP2"
"SPARK","SPARK-X","Overlap","GPSM1"
"SPARK","SPARK-X","Overlap","GPX3"
"SPARK","SPARK-X","Overlap","GRIK1"
"SPARK","SPARK-X","Overlap","GRIK3"
"SPARK","SPARK-X","Overlap","GRM1"
"SPARK","SPARK-X","Overlap","GRM2"
"SPARK","SPARK-X","Overlap","GRM3"
"SPARK","SPARK-X","Overlap","GRM4"
"SPARK","SPARK-X","Overlap","GRM5"
"SPARK","SPARK-X","Overlap","GRM7"
"SPARK","SPARK-X","Overlap","GRM8"
"SPARK","SPARK-X","Overlap","H2-AB1"
"SPARK","SPARK-X","Overlap","HAP1"
"SPARK","SPARK-X","Overlap","HAPLN1"
"SPARK","SPARK-X","Overlap","HCRT"
"SPARK","SPARK-X","Overlap","HCRTR1"
"SPARK","SPARK-X","Overlap","HDC"
"SPARK","SPARK-X","Overlap","HHIP"
"SPARK","SPARK-X","Overlap","HOPX"
"SPARK","SPARK-X","Overlap","HOXA7"
"SPARK","SPARK-X","Overlap","HOXC5"
"SPARK","SPARK-X","Overlap","HPCAL1"
"SPARK","SPARK-X","Overlap","HPCAL4"
"SPARK","SPARK-X","Overlap","HRH3"
"SPARK","SPARK-X","Overlap","HS3ST2"
"SPARK","SPARK-X","Overlap","HS6ST2"
"SPARK","SPARK-X","Overlap","HTR1A"
"SPARK","SPARK-X","Overlap","HTR1B"
"SPARK","SPARK-X","Overlap","HTR1F"
"SPARK","SPARK-X","Overlap","HTR2A"
"SPARK","SPARK-X","Overlap","HTR2C"
"SPARK","SPARK-X","Overlap","HTR5B"
"SPARK","SPARK-X","Overlap","HTRA1"
"SPARK","SPARK-X","Overlap","ID4"
"SPARK","SPARK-X","Overlap","IFITM1"
"SPARK","SPARK-X","Overlap","IGFBP2"
"SPARK","SPARK-X","Overlap","IGFBP4"
"SPARK","SPARK-X","Overlap","IGFBP6"
"SPARK","SPARK-X","Overlap","IGSF1"
"SPARK","SPARK-X","Overlap","IGSF8"
"SPARK","SPARK-X","Overlap","IL1R1"
"SPARK","SPARK-X","Overlap","IL1RAPL2"
"SPARK","SPARK-X","Overlap","IL33"
"SPARK","SPARK-X","Overlap","INHBA"
"SPARK","SPARK-X","Overlap","IRS4"
"SPARK","SPARK-X","Overlap","IRX2"
"SPARK","SPARK-X","Overlap","IRX6"
"SPARK","SPARK-X","Overlap","ITIH3"
"SPARK","SPARK-X","Overlap","KCNAB1"
"SPARK","SPARK-X","Overlap","KCNAB3"
"SPARK","SPARK-X","Overlap","KCNC3"
"SPARK","SPARK-X","Overlap","KCND3"
"SPARK","SPARK-X","Overlap","KCNG1"
"SPARK","SPARK-X","Overlap","KCNS1"
"SPARK","SPARK-X","Overlap","KCTD12"
"SPARK","SPARK-X","Overlap","KITL"
"SPARK","SPARK-X","Overlap","KLHL1"
"SPARK","SPARK-X","Overlap","KRT15"
"SPARK","SPARK-X","Overlap","KRT27"
"SPARK","SPARK-X","Overlap","KRT73"
"SPARK","SPARK-X","Overlap","LAMP5"
"SPARK","SPARK-X","Overlap","LEF1"
"SPARK","SPARK-X","Overlap","LGI2"
"SPARK","SPARK-X","Overlap","LHX1"
"SPARK","SPARK-X","Overlap","LHX6"
"SPARK","SPARK-X","Overlap","LHX9"
"SPARK","SPARK-X","Overlap","LIMS2"
"SPARK","SPARK-X","Overlap","LINGO4"
"SPARK","SPARK-X","Overlap","LMO1"
"SPARK","SPARK-X","Overlap","LMO3"
"SPARK","SPARK-X","Overlap","LMX1A"
"SPARK","SPARK-X","Overlap","LPL"
"SPARK","SPARK-X","Overlap","LRRC55"
"SPARK","SPARK-X","Overlap","LSAMP"
"SPARK","SPARK-X","Overlap","LTK"
"SPARK","SPARK-X","Overlap","LY6G6E"
"SPARK","SPARK-X","Overlap","LYPD1"
"SPARK","SPARK-X","Overlap","LYPD6"
"SPARK","SPARK-X","Overlap","LYPD6B"
"SPARK","SPARK-X","Overlap","MAN1A"
"SPARK","SPARK-X","Overlap","MAOB"
"SPARK","SPARK-X","Overlap","MAP3K7CL"
"SPARK","SPARK-X","Overlap","MATN2"
"SPARK","SPARK-X","Overlap","MBP"
"SPARK","SPARK-X","Overlap","MC1R"
"SPARK","SPARK-X","Overlap","MDGA1"
"SPARK","SPARK-X","Overlap","MEIS2"
"SPARK","SPARK-X","Overlap","MFGE8"
"SPARK","SPARK-X","Overlap","MOG"
"SPARK","SPARK-X","Overlap","MOXD1"
"SPARK","SPARK-X","Overlap","MRAP2"
"SPARK","SPARK-X","Overlap","MYOC"
"SPARK","SPARK-X","Overlap","NDNF"
"SPARK","SPARK-X","Overlap","NDRG2"
"SPARK","SPARK-X","Overlap","NDST4"
"SPARK","SPARK-X","Overlap","NEFH"
"SPARK","SPARK-X","Overlap","NEFM"
"SPARK","SPARK-X","Overlap","NELL1"
"SPARK","SPARK-X","Overlap","NEUROD1"
"SPARK","SPARK-X","Overlap","NEUROD6"
"SPARK","SPARK-X","Overlap","NFATC2"
"SPARK","SPARK-X","Overlap","NGB"
"SPARK","SPARK-X","Overlap","NHLH2"
"SPARK","SPARK-X","Overlap","NINJ2"
"SPARK","SPARK-X","Overlap","NKX2-1"
"SPARK","SPARK-X","Overlap","NMB"
"SPARK","SPARK-X","Overlap","NOG"
"SPARK","SPARK-X","Overlap","NOS1"
"SPARK","SPARK-X","Overlap","NOTUM"
"SPARK","SPARK-X","Overlap","NOV"
"SPARK","SPARK-X","Overlap","NPAS1"
"SPARK","SPARK-X","Overlap","NPNT"
"SPARK","SPARK-X","Overlap","NPPA"
"SPARK","SPARK-X","Overlap","NPPC"
"SPARK","SPARK-X","Overlap","NPTX1"
"SPARK","SPARK-X","Overlap","NPTX2"
"SPARK","SPARK-X","Overlap","NPW"
"SPARK","SPARK-X","Overlap","NPY"
"SPARK","SPARK-X","Overlap","NPY2R"
"SPARK","SPARK-X","Overlap","NR2F2"
"SPARK","SPARK-X","Overlap","NR3C2"
"SPARK","SPARK-X","Overlap","NR4A2"
"SPARK","SPARK-X","Overlap","NR4A3"
"SPARK","SPARK-X","Overlap","NREP"
"SPARK","SPARK-X","Overlap","NRGN"
"SPARK","SPARK-X","Overlap","NRIP3"
"SPARK","SPARK-X","Overlap","NRP2"
"SPARK","SPARK-X","Overlap","NTNG1"
"SPARK","SPARK-X","Overlap","NTS"
"SPARK","SPARK-X","Overlap","NTSR1"
"SPARK","SPARK-X","Overlap","NTSR2"
"SPARK","SPARK-X","Overlap","NWD2"
"SPARK","SPARK-X","Overlap","NXPH1"
"SPARK","SPARK-X","Overlap","NXPH4"
"SPARK","SPARK-X","Overlap","NYAP2"
"SPARK","SPARK-X","Overlap","OLFM2"
"SPARK","SPARK-X","Overlap","OMP"
"SPARK","SPARK-X","Overlap","ONECUT2"
"SPARK","SPARK-X","Overlap","OPALIN"
"SPARK","SPARK-X","Overlap","OPRL1"
"SPARK","SPARK-X","Overlap","OSCP1"
"SPARK","SPARK-X","Overlap","OTOF"
"SPARK","SPARK-X","Overlap","OTP"
"SPARK","SPARK-X","Overlap","OXTR"
"SPARK","SPARK-X","Overlap","PARM1"
"SPARK","SPARK-X","Overlap","PAX6"
"SPARK","SPARK-X","Overlap","PAX7"
"SPARK","SPARK-X","Overlap","PCDH11X"
"SPARK","SPARK-X","Overlap","PCP4"
"SPARK","SPARK-X","Overlap","PDCD4"
"SPARK","SPARK-X","Overlap","PDE11A"
"SPARK","SPARK-X","Overlap","PDE1A"
"SPARK","SPARK-X","Overlap","PDE1C"
"SPARK","SPARK-X","Overlap","PDGFRA"
"SPARK","SPARK-X","Overlap","PDYN"
"SPARK","SPARK-X","Overlap","PEG10"
"SPARK","SPARK-X","Overlap","PENK"
"SPARK","SPARK-X","Overlap","PGLYRP1"
"SPARK","SPARK-X","Overlap","PGR"
"SPARK","SPARK-X","Overlap","PGR15L"
"SPARK","SPARK-X","Overlap","PHLDA1"
"SPARK","SPARK-X","Overlap","PHOX2A"
"SPARK","SPARK-X","Overlap","PHOX2B"
"SPARK","SPARK-X","Overlap","PIEZO2"
"SPARK","SPARK-X","Overlap","PIK3R3"
"SPARK","SPARK-X","Overlap","PITX2"
"SPARK","SPARK-X","Overlap","PLCH1"
"SPARK","SPARK-X","Overlap","PLCXD2"
"SPARK","SPARK-X","Overlap","PLTP"
"SPARK","SPARK-X","Overlap","PMCH"
"SPARK","SPARK-X","Overlap","PNOC"
"SPARK","SPARK-X","Overlap","POMC"
"SPARK","SPARK-X","Overlap","POSTN"
"SPARK","SPARK-X","Overlap","POU4F1"
"SPARK","SPARK-X","Overlap","POU6F2"
"SPARK","SPARK-X","Overlap","PPP1R14A"
"SPARK","SPARK-X","Overlap","PPP1R17"
"SPARK","SPARK-X","Overlap","PPP1R1B"
"SPARK","SPARK-X","Overlap","PPP2R2B"
"SPARK","SPARK-X","Overlap","PRDM12"
"SPARK","SPARK-X","Overlap","PRKCD"
"SPARK","SPARK-X","Overlap","PRKCG"
"SPARK","SPARK-X","Overlap","PRLR"
"SPARK","SPARK-X","Overlap","PROX1"
"SPARK","SPARK-X","Overlap","PRPH"
"SPARK","SPARK-X","Overlap","PRR5L"
"SPARK","SPARK-X","Overlap","PRRXL1"
"SPARK","SPARK-X","Overlap","PRSS12"
"SPARK","SPARK-X","Overlap","PRSS23"
"SPARK","SPARK-X","Overlap","PTGDS"
"SPARK","SPARK-X","Overlap","PTK2B"
"SPARK","SPARK-X","Overlap","PTPRK"
"SPARK","SPARK-X","Overlap","PTPRZ1"
"SPARK","SPARK-X","Overlap","PVALB"
"SPARK","SPARK-X","Overlap","RAB3B"
"SPARK","SPARK-X","Overlap","RASD1"
"SPARK","SPARK-X","Overlap","RBP4"
"SPARK","SPARK-X","Overlap","RELN"
"SPARK","SPARK-X","Overlap","RERG"
"SPARK","SPARK-X","Overlap","RESP18"
"SPARK","SPARK-X","Overlap","RGS4"
"SPARK","SPARK-X","Overlap","RGS8"
"SPARK","SPARK-X","Overlap","RGS9"
"SPARK","SPARK-X","Overlap","RIMS4"
"SPARK","SPARK-X","Overlap","RLN3"
"SPARK","SPARK-X","Overlap","RORA"
"SPARK","SPARK-X","Overlap","RORB"
"SPARK","SPARK-X","Overlap","RPP25"
"SPARK","SPARK-X","Overlap","RPRM"
"SPARK","SPARK-X","Overlap","RPS24"
"SPARK","SPARK-X","Overlap","RSPO1"
"SPARK","SPARK-X","Overlap","RXFP4"
"SPARK","SPARK-X","Overlap","RXRG"
"SPARK","SPARK-X","Overlap","SAPCD2"
"SPARK","SPARK-X","Overlap","SATB1"
"SPARK","SPARK-X","Overlap","SATB2"
"SPARK","SPARK-X","Overlap","SCN4B"
"SPARK","SPARK-X","Overlap","SCN5A"
"SPARK","SPARK-X","Overlap","SEMA3A"
"SPARK","SPARK-X","Overlap","SEMA3E"
"SPARK","SPARK-X","Overlap","SEMA4D"
"SPARK","SPARK-X","Overlap","SEMA5A"
"SPARK","SPARK-X","Overlap","SERPINF1"
"SPARK","SPARK-X","Overlap","SEZ6"
"SPARK","SPARK-X","Overlap","SIM1"
"SPARK","SPARK-X","Overlap","SIX3"
"SPARK","SPARK-X","Overlap","SKOR1"
"SPARK","SPARK-X","Overlap","SLC17A6"
"SPARK","SPARK-X","Overlap","SLC17A7"
"SPARK","SPARK-X","Overlap","SLC17A8"
"SPARK","SPARK-X","Overlap","SLC1A3"
"SPARK","SPARK-X","Overlap","SLC24A2"
"SPARK","SPARK-X","Overlap","SLC30A3"
"SPARK","SPARK-X","Overlap","SLC32A1"
"SPARK","SPARK-X","Overlap","SLC6A11"
"SPARK","SPARK-X","Overlap","SLC7A10"
"SPARK","SPARK-X","Overlap","SLCO3A1"
"SPARK","SPARK-X","Overlap","SMIM17"
